symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted,median_adv_usd
WWD,"Woodward, Inc.","Woodward, Inc. designs, manufactures, and services control solutions for the aerospace and industrial markets worldwide. The company operates in two segments, Aerospace and Industrial. The Aerospace segment offers fuel pumps, metering units, actuators, air valves, specialty valves, fuel nozzles, and thrust reverser actuation systems for turbine engines and nacelles; and flight deck controls, actuators, servo controls, and motors and sensors for aircraft that are used on commercial and private aircraft and rotorcraft, as well as on military fixed-wing aircraft and rotorcraft, guided weapons, and other defense systems. It also provides aftermarket maintenance, repair and overhaul, and other services to commercial airlines, repair facilities, military depots, third party repair shops, and other end users. This segment sells its products to original equipment manufacturers (OEMs), tier-one suppliers, and various contractors, as well as through aftermarket sales of components, such as provisioning spares or replacements, and spare parts. The Industrial segment designs, produces, and services systems and products for the management of fuel, air, fluids, gases, motion, combustion, and electricity. Its products include actuators, valves, pumps, fuel injection systems, solenoids, ignition systems, speed controls, electronics and software, power converters, sensors, and other devices that measure, communicate, and protect electrical distribution systems for use in industrial gas turbines, steam turbines, reciprocating engines, electric power generation and power distribution systems, wind turbines, and compressors. This segment sells its aftermarket products, and other related services to OEMs through an independent network of distributors, as well as directly to end users. The company was founded in 1870 and is headquartered in Fort Collins, Colorado.",USD,Industrials,Capital Goods,Aerospace & Defense,NMS,XNAS,NASDAQ Global Select,United States,CO,Fort Collins,80524,http://www.woodward.com,Large Cap,,980745103,BBG000BD53V2,BBG000BD53V2,BBG001S6YZC5,False,19684177.46257782
WTRG,"Essential Utilities, Inc.","Essential Utilities, Inc., through its subsidiaries, operates regulated utilities that provide water, wastewater, or natural gas services in the United States. It offers water services through operating and maintenance contracts with municipal authorities and other parties. The company also provides non-utility raw water supply services for firms in the natural gas drilling industry; and water and sewer line protection solutions, and repair services to households through a third-party. It serves approximately 5 million residential water, commercial water, fire protection, industrial water, wastewater, and other water and utility customers in Pennsylvania, Ohio, Texas, Illinois, North Carolina, New Jersey, Indiana, Virginia, West Virginia, and Kentucky under the Aqua and Peoples brands. The company was formerly known as Aqua America, Inc. and changed its name to Essential Utilities, Inc. in February 2020. Essential Utilities, Inc. was founded in 1886 and is headquartered in Bryn Mawr, Pennsylvania.",USD,Utilities,Utilities,Water Utilities,NYQ,XNYS,New York Stock Exchange,United States,PA,Bryn Mawr,19010-3489,http://www.essential.co,Large Cap,,29670G102,BBG000BRMLK4,BBG000BRMJN6,BBG001S5VFD3,False,19669750.0831604
WPC,W. P. Carey Inc.,"W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $18 billion and a diversified portfolio of operationally-critical commercial real estate that includes 1,215 net lease properties covering approximately 142 million square feet as of September 30, 2020. For nearly five decades, the company has invested in high-quality single-tenant industrial, warehouse, office, retail and self-storage properties subject to long-term net leases with built-in rent escalators. Its portfolio is located primarily in the U.S. and Northern and Western Europe and is well-diversified by tenant, property type, geographic location and tenant industry.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),NYQ,XNYS,New York Stock Exchange,United States,NY,New York,10001,http://www.wpcarey.com,Large Cap,US92936U1097,92936U109,BBG000BCQPL3,BBG000BCQM58,BBG001S67MM3,False,19528051.794254303
MSTR,MicroStrategy Incorporated,"MicroStrategy Incorporated provides enterprise analytics software and services worldwide. It offers MicroStrategy 2021, an enterprise platform, which provides a modern analytics experience by delivering insights across multiple devices to users via hyperintelligence products, visualization and reporting capabilities, mobility features, and custom applications developed on the platform; analysts and data scientists with seamless access to trusted, governed data directly within their tools; and APIs and gateways, multiple deployment options, enterprise semantic graph, scalability, and security. The company also provides MicroStrategy Support that helps customers to achieve their system availability and uptime goals, and to improve the overall experience through highly responsive troubleshooting and proactive technical product support. In addition, it offers MicroStrategy Consulting that provides customers with architecture and implementation services to help them quickly realize results, and helps to achieve returns on investment derived from understanding of data; and MicroStrategy Education that offers free and paid learning options. The company provides its services through enterprise sales force and channel partners. It serves companies from a range of industries, including retail, consulting, technology, manufacturing, finance, banking, insurance, healthcare, education, and telecommunications, as well as the public sector. The company was founded in 1989 and is headquartered in Tysons Corner, Virginia.",USD,Information Technology,Software & Services,Software,NMS,XNAS,NASDAQ Global Select,United States,VA,Tysons Corner,22182,http://www.microstrategy.com,Large Cap,,66538H104,BBG000GQK387,BBG000GQJPZ0,BBG001SC7PX1,False,18722524.68395233
DCI,"Donaldson Company, Inc.","Donaldson Company, Inc. manufactures and sells filtration systems and replacement parts worldwide. It operates through two segments, Engine Products and Industrial Products. The Engine Products segment offers replacement filters for air and liquid filtration applications, air filtration systems, liquid filtration systems for fuel, lube and hydraulic applications, exhaust and emissions systems and sensors, indicators, and monitoring systems. This segment sells its products to original equipment manufacturers (OEMs) in the construction, mining, agriculture, aerospace, defense, and transportation markets; and to independent distributors, OEM dealer networks, private label accounts, and large fleets. The Industrial Products segment provides dust, fume, and mist collectors; compressed air purification systems; gas and liquid filtration for food, beverage, and industrial processes; air filtration systems for gas turbines; polytetrafluoroethylene membrane-based products; and specialized air and gas filtration systems for applications, including hard disk drives, semi-conductor manufacturing and sensors, indicators, and monitoring systems. This segment sells its products to various dealers, distributors, OEMs of gas-fired turbines, and OEMs and end-users requiring filtration solutions and replacement filters. Donaldson Company, Inc. was founded in 1915 and is headquartered in Bloomington, Minnesota.",USD,Industrials,Capital Goods,Machinery,NYQ,XNYS,New York Stock Exchange,United States,MN,Bloomington,55431,http://www.donaldson.com,Large Cap,US2576511099,257651109,BBG000BGZQF9,BBG000BGZP70,BBG001S5QDV4,False,18407992.861938477
SPXC,SPX Corporation,"SPX Corporation supplies infrastructure equipment serving the heating, ventilation and cooling (HVAC), detection and measurement, power transmission and generation, and industrial markets in the United States, China, South Africa, the United Kingdom, and internationally. The HVAC segment engineers, designs, manufactures, installs, and services cooling products for the HVAC and industrial markets under the Marley and Recold brands; boilers, comfort heating, and ventilation products for the residential and commercial markets under the Berko, Qmark, Fahrenheat, Leading Edge, Patterson-Kelley, Weil-McLain, and Williamson-Thermoflo brand names; and cooling towers. The Detection and Measurement segment offers underground pipe and cable locators, and inspection and rehabilitation equipment, and robotic systems under the Radiodetection, Pearpoint, Schonstedt, Dielectric, Warren G-V, Cues, and ULC Robotics brands; and bus fare collection systems, communication technologies, and obstruction lighting products under the Genfare, TCI, Flash Technology, and Sabik Marine brand names. The Engineered Solutions segment provides transformers for the power transmission and distribution markets; and process cooling equipment for the industrial and power generation markets. This segment sells transformers for publicly and privately held utilities under the Waukesha brand name; and process cooling products under the SPX Cooling and Marley brand names. The company markets its products through independent manufacturing representatives, third-party distributors, and retailers, as well as direct to customers. SPX Corporation was founded in 1912 and is headquartered in Charlotte, North Carolina.",USD,Industrials,Capital Goods,Machinery,NYQ,XNYS,New York Stock Exchange,United States,NC,Charlotte,28277,http://www.spx.com,Large Cap,,78473E103,BBG000BTGCV5,BBG000BTGCV5,BBG001S5W9N5,False,17656706.04095459
BLDR,"Builders FirstSource, Inc.","Builders FirstSource, Inc., together with its subsidiaries, manufactures and supplies building materials, manufactured components, and construction services to professional homebuilders, sub-contractors, remodelers, and consumers in the United States. The company operates through four segments: Northeast, Southeast, South, and West. It offers lumber and lumber sheet goods comprising dimensional lumber, plywood, and oriented strand board products that are used in on-site house framing; manufactured products, such as wood floor and roof trusses, steel roof trusses, wall panels, stairs, and engineered wood products; and windows, and interior and exterior door units, as well as interior trims and custom products under the Synboard brand name. The company also offers gypsum, roofing, and insulation products, including wallboards, ceilings, joint treatments, and finishes; and siding, metal, and concrete products, such as vinyl, composite, and wood siding products, as well as exterior trims, other exteriors, metal studs, and cement products. In addition, it provides other building products and services, such as cabinets and hardware, as well as turn-key framing, shell construction, design assistance, and professional installation services. The company was formerly known as BSL Holdings, Inc. and changed its name to Builders FirstSource, Inc. in October 1999. Builders FirstSource, Inc. was founded in 1998 and is based in Dallas, Texas.",USD,Industrials,Capital Goods,Building Products,NMS,XNAS,NASDAQ Global Select,United States,TX,Dallas,75201,http://www.bldr.com,Large Cap,US12008R1077,12008R107,BBG000BKDDM5,BBG000BKD3K9,BBG001S9CFC7,False,17550026.496887207
PPC,Pilgrim's Pride Corporation,"Pilgrim's Pride Corporation produces, processes, markets, and distributes fresh, frozen, and value-added chicken and pork products to retailers, distributors, and foodservice operators in the United States, the United Kingdom, Mexico, France, Puerto Rico, the Netherlands, rest of Europe, the Middle East, Asia, and internationally. The company offers fresh chicken and pork products, including pre-marinated or non-marinated refrigerated (nonfrozen) whole or cut-up chickens; frozen whole chickens; breast and mini breast fillets; pork cuts; added value pork and pork ribs; and prepackaged case-ready chickens, such as whole chickens and chicken parts. It also provides prepared chicken products comprising portion-controlled breast fillets, tenderloins and strips, delicatessen products, salads, formed nuggets and patties, and bone-in chicken parts; and exported chicken and pork products primarily consist of whole chickens and chicken parts sold either refrigerated for distributors in the U.S. or frozen for distribution to export markets and primary pork cuts, hog heads, and trotters frozen for distribution to export markets. The company offers its products under the Pilgrim's, Just BARE, Gold'n Pump, Gold Kist, County Pride Chicken, Pierce Chicken, Pilgrim's Mexico, County Post, Savoro, To-Ricos, Del Dia, Moy Park, and O'Kane brands. Pilgrim's Pride Corporation sells its products to the foodservice market principally consists of chain restaurants, food processors, broad-line distributors, and other institutions; and retail market, which comprise primarily grocery store chains, wholesale clubs, and other retail distributors. The company was founded in 1946 and is headquartered in Greeley, Colorado. Pilgrim's Pride Corporation is a subsidiary of JBS S.A.",USD,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,NMS,XNAS,NASDAQ Global Select,United States,CO,Greeley,80634-9038,http://www.pilgrims.com,Large Cap,US72147K1088,72147K108,BBG000BFM7T2,BBG000BFLXV3,BBG001S5PSN1,False,16638322.608566284
ORI,Old Republic International Corporation,"Old Republic International Corporation, through its subsidiaries, engages in the insurance underwriting and related services business primarily in the United States and Canada. The company operates through three segments: General Insurance, Title Insurance, and the Republic Financial Indemnity Group Run-off Business. The General Insurance segment offers automobile extended warranty, aviation, commercial automobile, commercial multi-peril, general liability, home warranty, inland marine, travel accident, and workers' compensation insurance products; and financial indemnity products for specialty coverages, including errors and omissions, fidelity, guaranteed asset protection, and surety. This segment provides its insurance products to businesses, government, and other institutions in transportation, commercial construction, healthcare, education, retail and wholesale trade, forest products, energy, general manufacturing, and financial services industries. The Title Insurance segment offers lenders' and owners' title insurance policies to real estate purchasers and investors based upon searches of the public records. This segment also provides escrow closing and construction disbursement services; and real estate information products, national default management services, and various other services pertaining to real estate transfers and loan transactions. The Republic Financial Indemnity Group Run-off Business segment offers private mortgage insurance coverage that protects mortgage lenders and investors from default related losses on residential mortgage loans made primarily to homebuyers. Old Republic International Corporation was founded in 1923 and is based in Chicago, Illinois.",USD,Financials,Insurance,Insurance,NYQ,XNYS,New York Stock Exchange,United States,IL,Chicago,60601,http://www.oldrepublic.com,Large Cap,US6802231042,680223104,BBG000C4PNM5,BBG000C4PLF7,BBG001S6M9Y2,False,16319080.445337296
PNFP,"Pinnacle Financial Partners, Inc.","Pinnacle Financial Partners, Inc., together with its subsidiaries, operates as the bank holding company for Pinnacle Bank that provides various banking products and services in the United States. The company accepts various deposits, including savings, checking, noninterest-bearing and interest-bearing checking, money market, and certificate of deposit accounts. Its loan products include commercial loans, such as equipment and working capital loans; commercial real estate loans comprising investment properties and business loans secured by real estate; and loans to individuals consisting of secured and unsecured installment and term loans, lines of credit, residential first mortgage loans, and home equity loans and lines of credit, as well as provides credit cards for consumers and businesses. The company also offers various securities and other financial products; investment products; brokerage and investment advisory programs; and fiduciary and investment management services, such as personal trust, endowments, foundations, individual retirement accounts, pensions, and custody. In addition, it provides insurance agency services primarily in the property and casualty area; merger and acquisition advisory services; and private debt, equity and mezzanine, and other middle-market advisory services. Further, the company offers treasury management, telephone and online banking, mobile banking, debit cards, direct deposit and remote deposit capture, mobile deposit option, automated teller machine, and cash management services. It serves individuals, small to medium-sized businesses, and professional entities. As of December 31, 2020, the company operated 114 offices, including 48 in Tennessee, 36 in North Carolina, 20 in South Carolina, 9 in Virginia, and 1 in Georgia. Pinnacle Financial Partners, Inc. was incorporated in 2000 and is headquartered in Nashville, Tennessee.",USD,Financials,Banks,Banks,NMS,XNAS,NASDAQ Global Select,United States,TN,Nashville,37201,http://www.pnfp.com,Large Cap,,72346Q104,BBG000C1XV99,BBG000C1XKF6,BBG001SF5953,False,16007651.705169678
PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company engages in the sale of new and used motor vehicles, and related products and services comprise vehicle and collision repair services, as well as placement of finance and lease contracts, third-party insurance products, and other aftermarket products; and wholesale of parts. It also operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as a range of used trucks, and maintenance and repair services. In addition, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks, buses, and Dennis Eagle refuse collection vehicles with associated parts in Australia, New Zealand, and portions of the Pacific. Further, the company distributes diesel and gas engines, and power systems. The company operates 304 retail automotive franchises, including 142 franchises located in the United States and 162 franchises located outside of the United States; 17 used vehicle supercenters in the United States and the United Kingdom; and 25 commercial truck dealerships in Texas, Oklahoma, Tennessee, Georgia, Utah, and Idaho, the United States, as well as Canada. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",USD,Consumer Discretionary,Automobiles & Components,Automobiles,NYQ,XNYS,New York Stock Exchange,United States,MI,Bloomfield Hills,48302-0954,http://www.penskeautomotive.com,Large Cap,US70959W1036,70959W103,BBG000H6K4T5,BBG000H6K1B0,BBG001S96493,False,15743556.07085228
AFG,"American Financial Group, Inc.","American Financial Group, Inc., an insurance holding company, provides property and casualty insurance products in the United States. The company operates through three segments: Property and Casualty Insurance, Annuity, and Other. It offers property and transportation insurance products, such as physical damage and liability coverage for buses and trucks, inland and ocean marine, agricultural-related products, and other commercial property coverages; specialty casualty insurance, including primarily excess and surplus, executive and professional liability, general liability, umbrella and excess liability, and specialty coverage in targeted markets, as well as customized programs for small to mid-sized businesses and workers' compensation insurance; and specialty financial insurance products comprising risk management insurance programs for lending and leasing institutions, fidelity and surety products, and trade credit insurance. The company sells its property and casualty insurance products through independent insurance agents and brokers, as well as through employee agents. It also provides traditional fixed and indexed annuities to the retail, financial institutions, broker-dealer, and registered investment advisor markets; and run-off long-term care and life insurance services. In addition, the company engages in the commercial real estate operations in Cincinnati, Whitefield, New Hampshire, Chesapeake Bay, Charleston, and Palm Beach. American Financial Group, Inc. was founded in 1872 and is headquartered in Cincinnati, Ohio.",USD,Financials,Insurance,Insurance,NYQ,XNYS,New York Stock Exchange,United States,OH,Cincinnati,45202,http://www.afginc.com,Large Cap,,025932104,BBG000DPKMB6,BBG000DPKKK0,BBG001S8JK86,False,15477150.912475586
ARCC,Ares Capital Corporation,"Ares Capital Corporation is a business development company specializing in acquisition, recapitalization, mezzanine debt, restructurings, rescue financing, and leveraged buyout transactions of middle market companies. It also makes growth capital and general refinancing. It prefers to make investments in companies engaged in the basic and growth manufacturing, business services, consumer products, health care products and services, and information technology service sectors. The fund will also consider investments in industries such as restaurants, retail, oil and gas, and technology sectors. It focuses on investments in Northeast, Mid-Atlantic, Southeast and Southwest regions from its New York office, the Midwest region, from the Chicago office, and the Western region from the Los Angeles office. The fund typically invests between $20 million and $200 million and a maximum of $400 million in companies with an EBITDA between $10 million and $250 million. It makes debt investments between $10 million and $100 million The fund invests through revolvers, first lien loans, warrants, unitranche structures, second lien loans, mezzanine debt, private high yield, junior capital, subordinated debt, and non-control preferred and common equity. The fund also selectively considers third-party-led senior and subordinated debt financings and opportunistically considers the purchase of stressed and discounted debt positions. The fund prefers to be an agent and/or lead the transactions in which it invests. The fund also seeks board representation in its portfolio companies.",USD,Financials,Diversified Financials,Capital Markets,NMS,XNAS,NASDAQ Global Select,United States,NY,New York,10167,http://www.arescapitalcorp.com,Large Cap,US04010L1035,04010L103,BBG000PD89X9,BBG000PD6X77,BBG001SL96Z9,False,15008608.63366127
LSCC,Lattice Semiconductor Corporation,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus-NX and ECP, MachXO, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial and automotive end markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,NMS,XNAS,NASDAQ Global Select,United States,OR,Hillsboro,97124-6421,http://www.latticesemi.com,Large Cap,US5184151042,518415104,BBG000C2DFZ5,BBG000C2D1C1,BBG001S6C0G2,False,14207728.428578377
CRS,Carpenter Technology Corporation,"Carpenter Technology Corporation manufactures, fabricates, and distributes specialty metals worldwide. It operates in two segments, Specialty Alloys Operations and Performance Engineered Products. The company offers specialty alloys, including titanium alloys, powder metals, stainless steels, alloy steels, and tool steels, as well as drilling tools, and metal powders and parts. It serves aerospace, defense, medical, transportation, energy, industrial, and consumer markets. The company was founded in 1889 and is headquartered in Philadelphia, Pennsylvania.",USD,Industrials,Capital Goods,Building Products,NYQ,XNYS,New York Stock Exchange,United States,PA,Philadelphia,19103,http://www.carpentertechnology.com,Large Cap,US1442851036,144285103,BBG000BGCTL1,BBG000BGCQT9,BBG001S5Q5M1,False,14136445.40271759
AEIS,"Advanced Energy Industries, Inc.","Advanced Energy Industries, Inc. designs, manufactures, sells, and supports precision power conversion, measurement, and control solutions worldwide. It offers process power solutions, including direct current (DC), pulsed DC, low frequency alternating current, high voltage, and radio frequency (RF) power supplies, as well as RF matching networks and remote plasma sources for reactive gas applications and RF instrumentation. The company also provides power control modules and thermal instrumentation products for rapid thermal processing, chemical vapor deposition, crystal growing, and other semiconductor and adjacent thin film applications, as well as in chemical processing, metal and glass manufacturing, and other general industrial power applications; high voltage DC-DC products for semiconductor wafer processing and metrology, electrostatic clamping of substrates, scientific instrumentation, mass spectrometry, and analytical X-ray systems for industrial and analytical applications; and low voltage DC-DC board mounted solutions for use in healthcare, telecommunications, test and measurement, instrumentation, and industrial equipment applications, as well as distributed power in server and storage systems. In addition, it offers gas detection and monitoring products for the automotive, energy, environmental control, aerospace, medical, and research industries; and embedded power products for medical equipment or IEC 60950-1 for information technology equipment. Further, it offers conversions, upgrades, and refurbishments and used equipment to companies, as well as repair services. The company provides its products through a direct sales force, independent sales representatives, channel partners, and distributors. Advanced Energy Industries, Inc. was incorporated in 1981 and is headquartered in Denver, Colorado.",USD,Industrials,Capital Goods,Electrical Equipment,NMS,XNAS,NASDAQ Global Select,United States,CO,Denver,80202,http://www.advancedenergy.com,Large Cap,,007973100,BBG000FKMP26,BBG000FKMP26,BBG001S8L5Z6,False,13952486.914491653
EGP,"EastGroup Properties, Inc.","EastGroup Properties, Inc. (NYSE: EGP), an S&P MidCap 400 company, is a self-administered equity real estate investment trust focused on the development, acquisition and operation of industrial properties in major Sunbelt markets throughout the United States with an emphasis in the states of Florida, Texas, Arizona, California and North Carolina. The Company's goal is to maximize shareholder value by being a leading provider in its markets of functional, flexible and quality business distribution space for location sensitive customers (primarily in the 15,000 to 70,000 square foot range). The Company's strategy for growth is based on ownership of premier distribution facilities generally clustered near major transportation features in supply-constrained submarkets. EastGroup's portfolio, including development projects and value-add acquisitions in lease-up and under construction, currently includes approximately 45.8 million square feet.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),NYQ,XNYS,New York Stock Exchange,United States,MS,Ridgeland,39157,http://www.eastgroup.net,Large Cap,US2772761019,277276101,BBG000BHRDX5,BBG000BHRBT4,BBG001S5QT03,False,13856588.511657715
SAIA,"Saia, Inc.","Saia, Inc., through its subsidiaries, operates as a transportation company in North America. The company provides less-than-truckload services for shipments between 100 and 10,000 pounds; and other value-added services, including non-asset truckload, expedited, and logistics services. As of December 31, 2020, it operated 174 owned and leased facilities; and owned approximately 5,700 tractors and 17,400 trailers. The company was formerly known as SCS Transportation, Inc. and changed its name to Saia, Inc. in July 2006. Saia, Inc. was founded in 1924 and is headquartered in Johns Creek, Georgia.",USD,Industrials,Transportation,Transportation Infrastructure,NMS,XNAS,NASDAQ Global Select,United States,GA,Johns Creek,30097,http://www.saia.com,Large Cap,US78709Y1055,78709Y105,BBG000P5N228,BBG000P5LMQ0,BBG001SL4QM4,False,13532138.918876648
INSM,Insmed Incorporated,"Insmed Incorporated, a biopharmaceutical company, develops and commercializes therapies for patients with serious and rare diseases. The company offers ARIKAYCE for the treatment of Mycobacterium avium complex lung disease as part of a combination antibacterial drug regimen for adult patients. It is also developing Brensocatib, an oral reversible inhibitor of dipeptidyl peptidase 1 for the treatment of patients with bronchiectasis and other neutrophil-mediated diseases; and Treprostinil Palmitil Inhalation Powder, an inhaled formulation of a treprostinil prodrug treprostinil palmitil for the treatment of pulmonary arterial hypertension and other rare pulmonary disorders. The company was founded in 1988 and is headquartered in Bridgewater, New Jersey.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,NMS,XNAS,NASDAQ Global Select,United States,NJ,Bridgewater,08807-1704,http://www.insmed.com,Large Cap,,,BBG000BWM5P3,BBG000BWM5P3,BBG001S9SKW7,False,13450871.856880188
CRH,RH,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, dÃ©cor, outdoor and garden, and child and teen furnishings. The company provides its products through its retail galleries; and Source Books, a series of catalogs, as well as online through rh.com, rhbabyandchild.com, rhteen.com, and rhmodern.com, as well as waterworks.com. As of January 30, 2021, it operated a total of 68 RH Galleries and 38 RH outlet stores in 31 states in the District of Columbia and Canada, as well as 14 Waterworks showrooms throughout the United States and the United Kingdom. The company was formerly known as Restoration Hardware Holdings, Inc. and changed its name to RH in January 2017. RH was incorporated in 2011 and is headquartered in Corte Madera, California.",USD,Consumer Discretionary,Retailing,Specialty Retail,NYQ,XNYS,New York Stock Exchange,United States,CA,Corte Madera,94925,http://www.rh.com,Large Cap,,962166104,BBG000D3JXM1,BBG000D3JXM1,BBG001S61NK9,False,13347419.63481903
RMBS,Rambus Inc.,"Rambus Inc. provides semiconductor products in the United States, Taiwan, South Korea, Japan, Europe, Canada, Singapore, Asia, and internationally. The company offers DDR memory interface chips to module manufacturers and OEMs; physical interface and companion digital controller IPs for SoC designers; and portfolio of patents that covers memory architecture, high-speed serial links, and security products. It also provides technology licenses to support the implementation and adoption of technology in their products or services; and a range of services, which include know-how and technology transfer, product design and development, system integration, and other services. The company markets its products and services through its direct sales force and distributors. Rambus Inc. was incorporated in 1990 and is headquartered in San Jose, California.",USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,NMS,XNAS,NASDAQ Global Select,United States,CA,San Jose,95134,http://www.rambus.com,Large Cap,,750917106,BBG000BR32C6,BBG000BR32C6,BBG001S7RF80,False,12183598.597717285
AMKR,"Amkor Technology, Inc.","Amkor Technology, Inc. provides outsourced semiconductor packaging and test services in the United States, Japan, Europe, the Middle East, Africa, and rest of the Asia Pacific. It offers turnkey packaging and test services, including semiconductor wafer bump, wafer probe, wafer back-grind, package design, packaging, and test and drop shipment services. The company also provides flip chip scale package products for use in smartphones, tablets, and other mobile consumer electronic devices; flip chip stacked chip scale packages that are used to stack memory, and as applications processors in mobile devices; and flip chip ball grid array products for various networking, storage, computing, and consumer applications. In addition, it offers wafer-level CSP packages that are used in power management, transceivers, sensors, wireless charging, codecs, and specialty silicon; wafer-level fan-out packages for use in ICs; and silicon wafer integrated fan-out technology, which replaces a laminate substrate with a thinner structure. Further, the company provides lead frame packages that are used in electronic devices for low to medium pin count applications; substrate-based wirebond packages, which are used to connect a die to a substrate; micro-electro-mechanical systems (MEMS) packages that are miniaturized mechanical and electro-mechanical devices; and advanced system-in-package modules, which are used in radio frequency and front end modules, basebands, connectivity, fingerprint sensors, display and touch screen drivers, sensors and MEMS, and NAND memory and solid state drives. It primarily serves integrated device manufacturers, fabless semiconductor companies, original equipment manufacturers, and contract foundries. Amkor Technology, Inc. was founded in 1968 and is headquartered in Tempe, Arizona.",USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,NMS,XNAS,NASDAQ Global Select,United States,AZ,Tempe,85284,http://amkor.com,Large Cap,US0316521006,031652100,BBG000BCKT40,BBG000BCKGW7,BBG001S64YF8,False,11603901.016306877
FCNCA,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. operates as the holding company for First-Citizens Bank & Trust Company that provides retail and commercial banking services to individuals, businesses, and professionals. The company's deposit products include checking, savings, money market, and time deposit accounts. Its loan product portfolio comprises commercial construction and land development, commercial mortgage, commercial and industrial, and lease financing loans, as well as small business administration paycheck protection program loans; and consumer loans, such as residential and revolving mortgage, construction and land development, consumer auto, and other consumer loans. The company also offers treasury services products, cardholder and merchant services, wealth management services, and various other products and services; investment products, including annuities, discount brokerage services, and third-party mutual funds, as well as investment management and advisory services; and defined benefit and defined contribution, insurance, private banking, trust, fiduciary, philanthropy, and special asset services. The company provides its products and services through its branch network, as well as through digital banking, telephone banking, and various ATM networks. As of December 31, 2020, it operated 542 branches in Arizona, California, Colorado, Florida, Georgia, Kansas, Maryland, Missouri, North Carolina, New Mexico, Oklahoma, Oregon, South Carolina, Tennessee, Texas, Virginia, Washington, Wisconsin, and West Virginia. First Citizens BancShares, Inc. was founded in 1898 and is headquartered in Raleigh, North Carolina.",USD,Financials,Banks,Banks,NMS,XNAS,NASDAQ Global Select,United States,NC,Raleigh,27609,http://www.firstcitizens.com,Large Cap,,31946M103,BBG000BJCDS3,BBG000BJCDS3,BBG001S5R2V7,False,11124940.93170166
WTS,"Watts Water Technologies, Inc. Class A","Watts Water Technologies, Inc. designs, manufactures, and sells products and systems that manage and conserve the flow of fluids and energy into, through and out of buildings in the commercial and residential markets in the Americas, Europe, the Asia-Pacific, the Middle East, and Africa. The company offers residential and commercial flow control products, including backflow preventers, water pressure regulators, temperature and pressure relief valves, and thermostatic mixing valves. It also provides heating, ventilation, and air conditioning and gas products, such as boilers, water heaters, and heating solution; hydronic and electric heating systems for under-floor radiant applications; custom heat and hot water solutions; hydronic pump groups for boiler manufacturers and alternative energy control packages; and flexible stainless steel connectors for natural and liquid propane gas in commercial food service and residential applications. In addition, the company offers drainage and water re-use products comprising drainage products and engineered rain water harvesting solutions for commercial, industrial, marine, and residential applications; and water quality products that include point-of-use and point-of-entry water filtration, conditioning, and scale prevention systems for commercial and residential applications. Further, it provides smart mixing system under the IntelliStation name; thermostat with home automation voice recognition capabilities under the Invita name; and platinum boiler under the AERCO Benchmark name. The company sells its products to plumbing, heating, and mechanical wholesale distributors and dealers, as well as original equipment manufacturers, specialty product distributors, do-it-yourself chains, and retail chains; and directly to wholesalers and private label accounts. Watts Water Technologies, Inc. was founded in 1874 and is headquartered in North Andover, Massachusetts.",USD,Industrials,Capital Goods,Machinery,NYQ,XNYS,New York Stock Exchange,United States,MA,North Andover,01845-6098,http://www.watts.com,Large Cap,US9427491025,942749102,BBG000C4Z7X7,BBG000C4Z6C2,BBG001S6N6Y7,False,10480647.237968445
